From	To
P62256	CHEMBL4105951
P62258	CHEMBL3329082
P62330	CHEMBL5987
P62333	CHEMBL2364701
P62508	CHEMBL4245
P62714	CHEMBL2435
P62745	CHEMBL1795102
P62753	CHEMBL3351215
P62805	CHEMBL5876
P62820	CHEMBL3879826
P62826	CHEMBL1741190
P62834	CHEMBL1255139
P62837	CHEMBL4105990
P62873	CHEMBL3883319
P62877	CHEMBL3833061
P62937	CHEMBL1949
P62942	CHEMBL1902
P62955	CHEMBL2363032
P62979	CHEMBL4523597
P62987	CHEMBL4523259
P62993	CHEMBL3663
P63000	CHEMBL6094
P63027	CHEMBL2364160
P63096	CHEMBL4741
P63098	CHEMBL2082
P63104	CHEMBL4105899
P63146	CHEMBL3784907
P63151	CHEMBL4284
P63165	CHEMBL2146296
P63241	CHEMBL4105862
P63252	CHEMBL1914276
P63279	CHEMBL1741191
P63316	CHEMBL2095202
P67775	CHEMBL4703
P67809	CHEMBL4296006
P67870	CHEMBL2358
P67936	CHEMBL4295789
P68036	CHEMBL4105871
P68104	CHEMBL1795120
P68106	CHEMBL2430
P68363	CHEMBL3797010
P68366	CHEMBL2070
P68371	CHEMBL1848
P68400	CHEMBL3629
P68402	CHEMBL4463
P68871	CHEMBL4331
P69905	CHEMBL2887
P78310	CHEMBL4879448
P78325	CHEMBL5665
P78329	CHEMBL3379
P78334	CHEMBL2093872
P78348	CHEMBL1628477
P78352	CHEMBL5666
P78356	CHEMBL5667
P78358	CHEMBL4804257
P78362	CHEMBL5668
P78368	CHEMBL2543
P78380	CHEMBL3421522
P78381	CHEMBL3430867
P78385	CHEMBL4523262
P78386	CHEMBL4523263
P78396	CHEMBL2094128
P78396	CHEMBL3038470
P78396	CHEMBL3885548
P78396	CHEMBL4296066
P78417	CHEMBL3174
P78423	CHEMBL4630883
P78504	CHEMBL3217396
P78508	CHEMBL2146348
P78527	CHEMBL3142
P78536	CHEMBL3706
P78540	CHEMBL1795148
P78549	CHEMBL4523264
P78552	CHEMBL3831285
P79483	CHEMBL3460
P80098	CHEMBL3217391
P80192	CHEMBL2872
P80365	CHEMBL3746
P80370	CHEMBL5671
P80404	CHEMBL2044
P81172	CHEMBL3989381
P81277	CHEMBL4523266
P81605	CHEMBL4523267
P83436	CHEMBL4105843
P83916	CHEMBL1741193
P84022	CHEMBL1293258
P84077	CHEMBL5985
P84085	CHEMBL5986
P98073	CHEMBL1741195
P98077	CHEMBL3299
P98088	CHEMBL3713020
P98161	CHEMBL5772
P98170	CHEMBL4198
P98174	CHEMBL2862
P98179	CHEMBL4295793
P98187	CHEMBL4523270
P99999	CHEMBL2189163
Q00266	CHEMBL5169142
Q00325	CHEMBL4295795
Q00341	CHEMBL4295796
Q00526	CHEMBL4442
Q00532	CHEMBL5789
Q00534	CHEMBL2508
Q00535	CHEMBL4036
Q00536	CHEMBL4597
Q00537	CHEMBL5790
Q00610	CHEMBL3108634
Q00613	CHEMBL5869
Q00653	CHEMBL3003
Q00688	CHEMBL4746
Q00765	CHEMBL4295797
Q00796	CHEMBL2275
Q00839	CHEMBL4296007
Q00975	CHEMBL4478
Q00987	CHEMBL5023
Q01064	CHEMBL4425
Q01094	CHEMBL4382
Q01105	CHEMBL4295798
Q01118	CHEMBL3585
Q01201	CHEMBL4523273
Q01344	CHEMBL3580483
Q01432	CHEMBL2912
Q01433	CHEMBL2997
Q01449	CHEMBL3831286
Q01453	CHEMBL1293298
Q01469	CHEMBL3674
Q01538	CHEMBL2331044
Q01638	CHEMBL4804256
Q01650	CHEMBL4459
Q01668	CHEMBL4138
Q01718	CHEMBL1965
Q01726	CHEMBL3795
Q01740	CHEMBL3430872
Q01813	CHEMBL2972
Q01844	CHEMBL3351202
Q01860	CHEMBL3580526
Q01955	CHEMBL2364188
Q01959	CHEMBL238
Q01970	CHEMBL5449
Q01973	CHEMBL4665585
Q01974	CHEMBL2375201
Q02083	CHEMBL4349
Q02108	CHEMBL3137281
Q02127	CHEMBL1966
Q02153	CHEMBL3137281
Q02156	CHEMBL3582
Q02161	CHEMBL3712996
Q02218	CHEMBL2816
Q02223	CHEMBL4523587
Q02224	CHEMBL5870
Q02241	CHEMBL5899
Q02318	CHEMBL5992
Q02641	CHEMBL3988638
Q02641	CHEMBL3988640
Q02641	CHEMBL4106160
Q02643	CHEMBL2032
Q02742	CHEMBL2321632
Q02750	CHEMBL3587
Q02763	CHEMBL4128
Q02779	CHEMBL2873
Q02790	CHEMBL4050
Q02880	CHEMBL3396
Q02928	CHEMBL3978
Q02952	CHEMBL4295800
Q03013	CHEMBL2100
Q03111	CHEMBL4295801
Q03112	CHEMBL5214865
Q03113	CHEMBL3308913
Q03135	CHEMBL3808270
Q03164	CHEMBL1293299
Q03181	CHEMBL3979
Q03393	CHEMBL4630823
Q03405	CHEMBL4883
Q03431	CHEMBL1793
Q03518	CHEMBL4523275
Q03519	CHEMBL4523654
Q03721	CHEMBL2362996
Q03933	CHEMBL3988631
Q04206	CHEMBL5533
Q04609	CHEMBL1892
Q04637	CHEMBL4523621
Q04721	CHEMBL3407320
Q04756	CHEMBL3351190
Q04759	CHEMBL3920
Q04760	CHEMBL2424
Q04771	CHEMBL5903
Q04828	CHEMBL5905
Q04844	CHEMBL2484
Q04864	CHEMBL4296310
Q04912	CHEMBL2689
Q04917	CHEMBL3708585
Q05193	CHEMBL4958
Q05209	CHEMBL3236
Q05329	CHEMBL2952
Q05397	CHEMBL2695
Q05469	CHEMBL3590
Q05513	CHEMBL3438
Q05516	CHEMBL4105726
Q05586	CHEMBL2015
Q05639	CHEMBL1795122
Q05655	CHEMBL2996
Q05823	CHEMBL3575
Q05901	CHEMBL2109233
Q05923	CHEMBL2157858
Q05932	CHEMBL3171
Q05940	CHEMBL1893
Q05BQ5	CHEMBL1287625
Q06124	CHEMBL3864
Q06187	CHEMBL5251
Q06203	CHEMBL2362992
Q06210	CHEMBL1909481
Q06278	CHEMBL3257
Q06323	CHEMBL4295804
Q06330	CHEMBL4105709
Q06418	CHEMBL5314
Q06432	CHEMBL2363032
Q06495	CHEMBL3769299
Q06520	CHEMBL2077
Q06609	CHEMBL2034807
Q06643	CHEMBL3713022
Q06710	CHEMBL2362980
Q06830	CHEMBL5315
Q07001	CHEMBL3011
Q07002	CHEMBL5316
Q07011	CHEMBL3712857
Q07065	CHEMBL4296025
Q07075	CHEMBL3439
Q07108	CHEMBL3308911
Q07157	CHEMBL4296026
Q07343	CHEMBL275
Q07699	CHEMBL5487
Q07812	CHEMBL5318
Q07817	CHEMBL4625
Q07820	CHEMBL4361
Q07864	CHEMBL2363042
Q07869	CHEMBL239
Q07889	CHEMBL2079846
Q07890	CHEMBL4524041
Q07912	CHEMBL4599
Q07954	CHEMBL4630884
Q07955	CHEMBL4295805
Q07973	CHEMBL4521
Q08050	CHEMBL4739852
Q08188	CHEMBL3363
Q08209	CHEMBL4445
Q08257	CHEMBL6118
Q08289	CHEMBL3317336
Q08334	CHEMBL3831284
Q08334	CHEMBL4804251
Q08334	CHEMBL4804254
Q08345	CHEMBL5319
Q08357	CHEMBL4295806
Q08397	CHEMBL4523279
Q08431	CHEMBL3713343
Q08462	CHEMBL3760
Q08477	CHEMBL3508692
Q08493	CHEMBL291
Q08499	CHEMBL288
Q08722	CHEMBL3714583
Q08752	CHEMBL1697657
Q08828	CHEMBL2899
Q08881	CHEMBL2959
Q08ET2	CHEMBL4523280
Q08J23	CHEMBL4739683
Q09013	CHEMBL5320
Q09028	CHEMBL2189120
Q09161	CHEMBL4665589
Q09327	CHEMBL2375206
Q09328	CHEMBL1795131
Q09428	CHEMBL2071
Q09470	CHEMBL2309
Q09472	CHEMBL3784
Q09666	CHEMBL4296008
Q0VDF9	CHEMBL5169146
Q0WX57	CHEMBL4523281
Q0Z7S8	CHEMBL3826865
Q10469	CHEMBL2321630
Q10471	CHEMBL3713355
Q10472	CHEMBL4523282
Q10567	CHEMBL4630824
Q10588	CHEMBL5169147
Q10713	CHEMBL4295809
Q10981	CHEMBL4105777
Q11128	CHEMBL3146
Q11130	CHEMBL3596077
Q11201	CHEMBL3596074
Q11203	CHEMBL3596076
Q12756	CHEMBL3308914
Q12770	CHEMBL4879458
Q12772	CHEMBL1795166
Q12778	CHEMBL5294
Q12791	CHEMBL4304
Q12794	CHEMBL4528
Q12797	CHEMBL4680030
Q12802	CHEMBL4523643
Q12809	CHEMBL240
Q12830	CHEMBL3085621
Q12834	CHEMBL4523283
Q12840	CHEMBL5295
Q12851	CHEMBL5330
Q12852	CHEMBL1908389
Q12866	CHEMBL5331
Q12879	CHEMBL1972
Q12882	CHEMBL3172
Q12884	CHEMBL4683
Q12888	CHEMBL2424509
Q12904	CHEMBL4295810
Q12905	CHEMBL4295811
Q12908	CHEMBL2778
Q12913	CHEMBL3692
Q12923	CHEMBL2976
Q12931	CHEMBL1075132
Q12974	CHEMBL1075105
Q13002	CHEMBL3683
Q13003	CHEMBL3684
Q13009	CHEMBL3232697
Q13011	CHEMBL4523284
Q13018	CHEMBL3713395
Q13029	CHEMBL5214862
Q13043	CHEMBL4598
Q13057	CHEMBL4105867
Q13085	CHEMBL3351
Q13087	CHEMBL4739853
Q13093	CHEMBL3514
Q13105	CHEMBL5069374
Q13107	CHEMBL2406900
Q13115	CHEMBL2146343
Q13118	CHEMBL3407312
Q13123	CHEMBL2321616
Q13126	CHEMBL4941
Q13131	CHEMBL4045
Q13133	CHEMBL2808
Q13148	CHEMBL2362981
Q13153	CHEMBL4600
Q13155	CHEMBL4523285
Q13162	CHEMBL4295812
Q13163	CHEMBL4948
Q13164	CHEMBL5332
Q13177	CHEMBL4487
Q13183	CHEMBL3712851
Q13185	CHEMBL3826866
Q13188	CHEMBL4708
Q13191	CHEMBL4879459
Q13200	CHEMBL2364701
Q13224	CHEMBL1904
Q13231	CHEMBL3080
Q13233	CHEMBL3956
Q13237	CHEMBL2896
Q13242	CHEMBL4295813
Q13247	CHEMBL5169149
Q13255	CHEMBL3772
Q13258	CHEMBL4427
Q13261	CHEMBL4665592
Q13263	CHEMBL3769297
Q13285	CHEMBL4666
Q13304	CHEMBL1075162
Q13310	CHEMBL5333
Q13315	CHEMBL3797
Q13322	CHEMBL3621028
Q13324	CHEMBL4069
Q13332	CHEMBL2396508
Q13336	CHEMBL2390814
Q13342	CHEMBL3108643
Q13347	CHEMBL4295814
Q13351	CHEMBL3407313
Q13370	CHEMBL290
Q13393	CHEMBL2536
Q13395	CHEMBL2807
Q13409	CHEMBL4295815
Q13418	CHEMBL5247
Q13421	CHEMBL3712878
Q13422	CHEMBL4739685
Q13426	CHEMBL4296097
Q13427	CHEMBL3707467
Q13433	CHEMBL4523581
Q13435	CHEMBL1229011
Q13443	CHEMBL5982
Q13444	CHEMBL2331050
Q13451	CHEMBL2052031
Q13464	CHEMBL3231
Q13467	CHEMBL3559687
Q13470	CHEMBL5334
Q13477	CHEMBL4467
Q13478	CHEMBL4804253
Q13480	CHEMBL4523286
Q13489	CHEMBL5335
Q13490	CHEMBL5462
Q13501	CHEMBL4295816
Q13507	CHEMBL2417348
Q13509	CHEMBL2597
Q13510	CHEMBL5463
Q13523	CHEMBL1908382
Q13526	CHEMBL2288
Q13535	CHEMBL5024
Q13541	CHEMBL3351214
Q13546	CHEMBL5464
Q13547	CHEMBL325
Q13554	CHEMBL4121
Q13555	CHEMBL3829
Q13557	CHEMBL2801
Q13563	CHEMBL5465
Q13564	CHEMBL2016431
Q13572	CHEMBL1938220
Q13574	CHEMBL4105942
Q13585	CHEMBL3341577
Q13586	CHEMBL3832644
Q13586	CHEMBL4296083
Q13586	CHEMBL4296084
Q13586	CHEMBL4888450
Q13586	CHEMBL4888461
Q13609	CHEMBL1649048
Q13616	CHEMBL3758068
Q13619	CHEMBL4523598
Q13620	CHEMBL4523287
Q13621	CHEMBL1874
Q13627	CHEMBL2292
Q13635	CHEMBL5169150
Q13639	CHEMBL1875
Q13641	CHEMBL3712934
Q13651	CHEMBL4804254
Q13686	CHEMBL5169151
Q13698	CHEMBL3805
Q13702	CHEMBL2163166
Q13705	CHEMBL5466
Q13724	CHEMBL4684
Q13733	CHEMBL2095186
Q13740	CHEMBL4665584
Q13751	CHEMBL2364187
Q13753	CHEMBL2364187
Q13797	CHEMBL3170
Q13822	CHEMBL3691
Q13835	CHEMBL4295817
Q13867	CHEMBL4295818
Q13873	CHEMBL5467
Q13882	CHEMBL4601
Q13885	CHEMBL3797012
Q13887	CHEMBL1293249
Q13936	CHEMBL1940
Q13946	CHEMBL3012
Q13951	CHEMBL1615386
Q13956	CHEMBL2097163
Q13956	CHEMBL2363066
Q13972	CHEMBL5468
Q13976	CHEMBL4273
Q14003	CHEMBL2362996
Q14004	CHEMBL1795192
Q14012	CHEMBL2493
Q14031	CHEMBL2364188
Q14103	CHEMBL4296009
Q14116	CHEMBL1741305
Q14117	CHEMBL2465
Q14118	CHEMBL3714399
Q14123	CHEMBL4619
Q14145	CHEMBL2069156
Q14157	CHEMBL4295819
Q14164	CHEMBL3529
Q14181	CHEMBL2363042
Q14185	CHEMBL4523288
Q14186	CHEMBL4523289
Q14188	CHEMBL4105986
Q14191	CHEMBL2146312
Q14209	CHEMBL4630726
Q14240	CHEMBL4105952
Q14242	CHEMBL4183
Q14247	CHEMBL4295820
Q14249	CHEMBL3804749
Q14289	CHEMBL5469
Q14330	CHEMBL2384898
Q14332	CHEMBL3559686
Q14353	CHEMBL4523290
Q14376	CHEMBL5843
Q14393	CHEMBL4804247
Q14397	CHEMBL1075152
Q14416	CHEMBL5137
Q14432	CHEMBL241
Q14435	CHEMBL4523291
Q14439	CHEMBL4523869
Q14444	CHEMBL4295821
Q14451	CHEMBL1649051
Q14457	CHEMBL4296010
Q14469	CHEMBL3734643
Q14498	CHEMBL4680031
Q14524	CHEMBL1980
Q14533	CHEMBL4523292
Q14534	CHEMBL3592
Q14541	CHEMBL1961786
Q14542	CHEMBL3509606
Q14566	CHEMBL4296011
Q14571	CHEMBL2111451
Q14573	CHEMBL3904
Q14576	CHEMBL4105924
Q14626	CHEMBL2050
Q14627	CHEMBL3713941
Q14642	CHEMBL4243
Q14643	CHEMBL4046
Q14653	CHEMBL4523293
Q14654	CHEMBL1886
Q14674	CHEMBL4523294
Q14680	CHEMBL4578
Q14683	CHEMBL4105747
Q14694	CHEMBL3407323
Q14697	CHEMBL2519
Q14703	CHEMBL5916
Q14721	CHEMBL2363000
Q14722	CHEMBL5884
Q14749	CHEMBL4523295
Q14761	CHEMBL4806
Q14765	CHEMBL4523296
Q14781	CHEMBL3779761
Q14790	CHEMBL3776
Q14807	CHEMBL5470
Q14831	CHEMBL3777
Q14832	CHEMBL2888
Q14833	CHEMBL2736
Q14839	CHEMBL4105742
Q14849	CHEMBL4523297
Q14914	CHEMBL4295822
Q14916	CHEMBL3769298
Q14940	CHEMBL3058
Q14956	CHEMBL3712919
Q14957	CHEMBL4109
Q14973	CHEMBL5287
Q14974	CHEMBL1741199
Q14994	CHEMBL5503
Q14995	CHEMBL1961784
Q14CN2	CHEMBL2364708
Q15004	CHEMBL5574
Q15007	CHEMBL4523298
Q15008	CHEMBL2364701
Q15022	CHEMBL2189118
Q15031	CHEMBL4105806
Q15040	CHEMBL4630825
Q15046	CHEMBL5575
Q15047	CHEMBL2321646
Q15049	CHEMBL4523299
Q15054	CHEMBL2363042
Q15056	CHEMBL1293274
Q15058	CHEMBL5576
Q15059	CHEMBL1795186
Q15067	CHEMBL4105748
Q15077	CHEMBL4714
Q15078	CHEMBL2783
Q15084	CHEMBL2146308
Q15102	CHEMBL5108
Q15109	CHEMBL2176846
Q15116	CHEMBL3307223
Q15118	CHEMBL4766
Q15119	CHEMBL3861
Q15120	CHEMBL3893
Q15125	CHEMBL4931
Q15131	CHEMBL1795191
Q15139	CHEMBL3863
Q15149	CHEMBL1293240
Q15165	CHEMBL4295823
Q15166	CHEMBL4295824
Q15172	CHEMBL4763
Q15185	CHEMBL3341580
Q15208	CHEMBL1075155
Q15256	CHEMBL3425390
Q15257	CHEMBL2505
Q15291	CHEMBL3137282
Q15303	CHEMBL3009
Q15326	CHEMBL4739854
Q15329	CHEMBL4630726
Q15349	CHEMBL3906
Q15365	CHEMBL4295825
Q15366	CHEMBL4295826
Q15369	CHEMBL3301400
Q15369	CHEMBL4296117
Q15370	CHEMBL3301400
Q15370	CHEMBL4296117
Q15375	CHEMBL4602
Q15382	CHEMBL3108656
Q15389	CHEMBL3217395
Q15391	CHEMBL4518
Q15392	CHEMBL2331059
Q15393	CHEMBL1250378
Q15399	CHEMBL3714412
Q15406	CHEMBL1961793
Q15413	CHEMBL2062
Q15418	CHEMBL2553
Q15436	CHEMBL4295827
Q15465	CHEMBL5602
Q15466	CHEMBL5603
Q15475	CHEMBL4630826
Q15544	CHEMBL4523300
Q15554	CHEMBL4296012
Q15561	CHEMBL4295828
Q15562	CHEMBL4523301
Q15569	CHEMBL5604
Q15573	CHEMBL4105882
Q15582	CHEMBL4295829
Q15599	CHEMBL4739686
Q15633	CHEMBL2098
Q15652	CHEMBL3792271
Q15661	CHEMBL2617
Q15678	CHEMBL3317332
Q15717	CHEMBL1250379
Q15722	CHEMBL3911
Q15743	CHEMBL3713916
Q15746	CHEMBL2428
Q15750	CHEMBL5605
Q15758	CHEMBL3562162
Q15759	CHEMBL3961
Q15760	CHEMBL4523870
Q15761	CHEMBL4561
Q15773	CHEMBL4295830
Q15788	CHEMBL1615387
Q15796	CHEMBL2396512
Q15811	CHEMBL4523302
Q15822	CHEMBL2109230
Q15822	CHEMBL2109236
Q15825	CHEMBL2109233
Q15825	CHEMBL2109237
Q15825	CHEMBL3137285
Q15825	CHEMBL4888445
Q15831	CHEMBL5606
Q15835	CHEMBL5607
Q15842	CHEMBL4770
Q15843	CHEMBL4295831
Q15858	CHEMBL4296
Q15878	CHEMBL1687682
Q15904	CHEMBL4790
Q15910	CHEMBL2189110
Q15942	CHEMBL4295832
Q16099	CHEMBL2109241
Q16186	CHEMBL2364701
Q16206	CHEMBL3714292
Q16236	CHEMBL1075094
Q16254	CHEMBL4630726
Q16288	CHEMBL5608
Q16322	CHEMBL2363001
Q16348	CHEMBL1743125
Q16363	CHEMBL2364187
Q16445	CHEMBL2579
Q16478	CHEMBL2675
Q16512	CHEMBL3384
Q16513	CHEMBL3032
Q16518	CHEMBL3831182
Q16526	CHEMBL4296246
Q16527	CHEMBL4295833
Q16531	CHEMBL3833061
Q16531	CHEMBL4888446
Q16538	CHEMBL4523871
Q16539	CHEMBL260
Q16543	CHEMBL1795123
Q16548	CHEMBL6044
Q16549	CHEMBL2232
Q16552	CHEMBL3390822
Q16553	CHEMBL4523584
Q16555	CHEMBL4295834
Q16558	CHEMBL5078
Q16566	CHEMBL2494
Q16570	CHEMBL2321626
Q16572	CHEMBL4767
Q16576	CHEMBL3301388
Q16581	CHEMBL4761
Q16584	CHEMBL2708
Q16595	CHEMBL2321640
Q16602	CHEMBL3798
Q16611	CHEMBL5609
Q16620	CHEMBL4898
Q16621	CHEMBL4523303
Q16637	CHEMBL1293232
Q16644	CHEMBL4670
Q16647	CHEMBL4428
Q16651	CHEMBL5610
Q16654	CHEMBL4141
Q16658	CHEMBL4523304
Q16659	CHEMBL5121
Q16665	CHEMBL4261
Q16678	CHEMBL4878
Q16690	CHEMBL1250380
Q16696	CHEMBL3542436
Q16706	CHEMBL4056
Q16718	CHEMBL2363065
Q16719	CHEMBL5100
Q16739	CHEMBL2063
Q16740	CHEMBL4523305
Q16760	CHEMBL1075120
Q16762	CHEMBL4295835
Q16769	CHEMBL4508
Q16772	CHEMBL4866
Q16773	CHEMBL3962
Q16774	CHEMBL4989
Q16775	CHEMBL2261
Q16787	CHEMBL2364187
Q16790	CHEMBL3594
Q16795	CHEMBL2363065
Q16798	CHEMBL6182
Q16816	CHEMBL4004
Q16819	CHEMBL4105775
Q16820	CHEMBL4105879
Q16822	CHEMBL3096
Q16827	CHEMBL4105749
Q16828	CHEMBL1250381
Q16831	CHEMBL4811
Q16832	CHEMBL5122
Q16850	CHEMBL3849
Q16853	CHEMBL3437
Q16854	CHEMBL5997
Q16873	CHEMBL1743183
Q16875	CHEMBL2331053
Q16877	CHEMBL3721311
Q16880	CHEMBL4739855
Q16891	CHEMBL4105768
Q17RW2	CHEMBL2364188
Q2M1P5	CHEMBL2021751
Q2M2H8	CHEMBL3833502
Q2M2I8	CHEMBL3830
Q2M385	CHEMBL3414409
Q2M3G0	CHEMBL1772928
Q2NL67	CHEMBL2380187
Q2TB90	CHEMBL1741200
Q2UY09	CHEMBL2364188
Q30154	CHEMBL3988561
Q32MK0	CHEMBL4627
Q32MZ4	CHEMBL4295838
Q3MHD2	CHEMBL4295839
Q3MIX3	CHEMBL4105886
Q3MJ16	CHEMBL3831242
Q3SYC2	CHEMBL2439944
Q3ZCM7	CHEMBL2095182
Q3ZCQ8	CHEMBL4295842
Q460N3	CHEMBL2176778
Q460N5	CHEMBL2176777
Q495A1	CHEMBL4630878
Q495T6	CHEMBL3638356
Q496J9	CHEMBL4665594
Q49AN0	CHEMBL4296116
Q4FZB7	CHEMBL2321645
Q4G0J3	CHEMBL4523314
Q4G176	CHEMBL4523315
Q4J6C6	CHEMBL2189128
Q4U2R8	CHEMBL1641347
Q4VC05	CHEMBL4630829
Q4VCS5	CHEMBL3392949
Q52WX2	CHEMBL1163129
Q53EL6	CHEMBL1781868
Q53EU6	CHEMBL4523318
Q53GD3	CHEMBL3713014
Q53GL7	CHEMBL2429708
Q53GQ0	CHEMBL5998
Q53H12	CHEMBL2417354
Q53H47	CHEMBL2189111
Q56A73	CHEMBL4523321
Q56UN5	CHEMBL6191
Q58A45	CHEMBL4105985
Q58F21	CHEMBL1795185
Q58FF8	CHEMBL4105858
Q58HT5	CHEMBL2375205
Q59H18	CHEMBL5260
Q5BJF2	CHEMBL4105907
Q5EB52	CHEMBL4523324
Q5H943	CHEMBL5169155
Q5H9R7	CHEMBL4105773
Q5HYI8	CHEMBL4105853
Q5JRX3	CHEMBL3124731
Q5JUK3	CHEMBL4739688
Q5JUR7	CHEMBL2189125
Q5JUX0	CHEMBL4523325
Q5JWF2	CHEMBL4295849
Q5JZY3	CHEMBL2363043
Q5MAI5	CHEMBL4523326
Q5MIZ7	CHEMBL4105714
Q5MY95	CHEMBL5338
Q5NUL3	CHEMBL5339
Q5QJU3	CHEMBL2331067
Q5QNW6	CHEMBL4295850
Q5R387	CHEMBL2097
Q5S007	CHEMBL1075104
Q5SWA1	CHEMBL4630830
Q5T2D3	CHEMBL4630831
Q5T3U5	CHEMBL2073687
Q5T4S7	CHEMBL4295851
Q5T601	CHEMBL4523872
Q5T6X5	CHEMBL4523873
Q5T7B8	CHEMBL3879840
Q5T848	CHEMBL4523874
